"","x"
"484",3.13531742685275
"485",3.11129804597697
"486",5.68041326127003
"487",2.45404801809054
"488",4.34010453151157
"489",1.33843358683857
"490",3.20577010686095
"491",6.37533195322892
"492",4.22728545121003
"493",6.10542106305929
"494",2.07902498190573
"495",6.43253246872012
"496",5.23184739502028
"497",8.41591491914386
"498",4.87941342100455
"499",3.80976780917806
"500",2.69632752718279
"501",9.28516684427738
"502",3.21988372320401
"503",6.25808559882556
"504",6.35020698523229
"505",1.4058278852033
"506",1.38168943586416
"507",1.29725546924526
"508",2.38468234261353
"509",5.12903737722712
"510",6.17418734657611
"511",8.24320327172027
"512",2.73012845494007
"513",6.45247050070797
"514",2.48349427383667
"515",2.09207565329518
"516",5.78061199085556
"517",1.95523680745909
"518",7.47334045751056
"519",4.75734568415009
"520",1.38822946350885
"521",2.34905462208733
"522",2.29634475416157
"523",6.69874803513527
"524",0.764484823468848
"525",4.45662276059137
"526",1.16720759366712
"527",1.87578055489126
"528",8.94699451403854
"529",2.01243518875742
"530",3.79373626038463
"531",3.86048753728634
"532",1.9806408183941
"533",6.14774624515798
"534",3.84696981552083
"535",7.69494323513687
"536",3.75545071208185
"537",8.1096206962885
"538",1.97629418288257
"539",3.25449950893291
"540",4.17801296137746
"541",4.31890780826579
"542",1.98563714414379
"543",3.36192732797877
"544",1.73440204806332
"545",5.97149494533766
"546",8.23176824636481
"547",10.8256012353222
"548",8.15724926837621
"549",2.36617195419737
"550",5.19782707798462
"551",10.0901831832886
"552",2.69375276411857
"553",4.06976973913395
"554",2.6071196146327
"555",9.06208251017485
"556",7.99927076228454
"557",7.7559391517865
"558",4.57156272655315
"559",5.25469527329992
"560",6.96408501660416
"561",8.72662826387611
"562",5.86854574629281
"563",2.57854037647107
"564",5.03120777686484
"565",3.08791946216269
"566",3.22612001901207
"567",5.41625388652226
"568",10.8203312632852
"569",8.89809019011842
"570",4.41956347896801
"571",7.92542539743399
"572",4.99088960482774
"573",2.45835380117702
"574",7.82032239375965
"575",6.2337593845207
"576",2.18287457977274
"577",6.63004542469223
"578",4.39285821036537
"579",5.22663176895267
"580",13.4515500013751
"581",2.86847213213365
"582",2.50167014902183
"583",4.84013486622893
"584",8.69605741804252
"585",1.47371573904282
"586",3.11077784821652
"587",11.2754406856605
"588",2.97539072785113
"589",4.60298353527191
"590",2.01995637395601
"591",9.22211991292388
"592",2.13930098023892
"593",7.015843363736
"594",8.33535108055456
"595",7.46875664461996
"596",3.4496030661718
"597",8.1453838244435
"598",6.38929275786868
"599",7.60307877124538
"600",3.52280946982636
"601",8.84346560165369
"602",6.9584618852008
"603",9.71088764510453
"604",4.13014320828561
"605",9.02051539263027
"606",3.95491889653022
"607",7.2265923873921
"608",3.15081531995173
"609",3.09369935152048
"610",4.03834795033423
"611",2.88004932769745
"612",6.56376368174282
"613",1.87561602713495
"614",11.3838450510363
"615",5.33084398847362
"616",6.27170010060313
"617",9.87264091838007
"618",2.09707537889267
"619",4.7449827096392
"620",5.48617668100739
"621",11.6652260355592
"622",2.65904389014296
"623",10.2285873109056
"624",15.0787515584905
"625",0.650949539856278
"626",5.04699278064305
"627",3.66046522997959
"628",3.29295402086922
"629",3.08506547687594
"630",8.17132863522567
"631",11.095391117512
"632",9.18156914233993
"633",7.22790566198804
"634",2.86189504561107
"635",5.54598777197696
"636",5.4881359156264
"637",10.8705819600509
"638",2.57452553511153
"639",6.23927201798695
"640",4.97120341375807
"641",10.3702458362562
"642",1.03871669353907
"643",4.78875705365885
"644",4.63991455493225
"645",4.08407180316713
"646",8.03270251363753
"647",3.68445635072084
"648",9.4501224762254
"649",9.27982994632379
"650",4.42906174572416
"651",9.36931910373748
"652",5.25754096778134
"653",2.48473793159757
"654",5.39729485390299
"655",7.23544482806819
"656",4.87782502923257
"657",3.13863691134473
"658",4.4197329778033
"659",4.97503753951356
"660",0.59641075727429
"661",4.73445871852955
"662",7.86808642832026
"663",8.02357426144527
"664",1.31528990810939
"665",5.40223412692686
"666",0.819105266809337
"667",9.79813187306089
"668",6.74632678806981
"669",9.130071161351
"670",7.17976100410989
"671",7.56309369755487
"672",5.93588376425383
"673",2.0258639149366
"674",6.17311729856156
"675",14.4018204817433
"676",8.7900826346322
"677",7.12655647010353
"678",7.00997579809189
"679",6.87706098239094
"680",6.39434815841514
"681",2.2740173209279
"682",4.60324746201974
"683",4.21018050364976
"684",4.93749182859255
"685",5.40838379314208
"686",5.78450322585079
"687",3.99553154321406
"688",2.53561078564903
"689",4.47703451511151
"690",2.51462271412214
"691",8.61286214165988
"692",2.81615452149125
"693",6.41724513625445
"694",12.7476565210591
"695",4.27717650372835
"696",2.9408141769485
"697",7.97931891128535
"698",10.6405845342692
"699",8.25519914045702
"700",7.45872007776149
"701",1.50910724498817
"702",5.54346786705754
"703",8.60942257403954
"704",6.08675229989265
"705",7.34363975613967
"706",7.61266148939506
"707",8.594346911938
"708",6.82500954372609
"709",2.64014671702744
"710",7.37910944002433
"711",3.5969357051491
"712",6.2506851657502
"713",0.493374398848183
"714",10.708641017324
"715",2.64612719554526
"716",4.99305893118366
"717",5.03591454637421
"718",7.07570705877214
"719",11.4209791907245
"720",3.48024772274467
"721",9.04015248833483
"722",3.30079842910667
"723",4.85753648930532
"724",4.74162456836865
"725",1.65264357275798
"726",4.66093638362168
"727",0.636262717153843
"728",6.70963692917122
"729",10.0727492272647
"730",3.83583972531777
"731",5.08370755989665
"732",3.79047962370755
"733",4.90272905261832
"734",8.43317882693341
"735",7.72249685790695
"736",10.1085985608055
"737",4.17575830977766
"738",3.29215963041951
"739",3.18161407441316
"740",2.73920601825369
"741",8.00176064422316
"742",2.7459448282417
"743",12.4895328431309
"744",6.42477963718261
"745",10.1931283244969
"746",6.20634031813874
"747",2.59956256229538
"748",5.67799747202559
"749",6.23827436406537
"750",2.35684004616499
"751",6.57381071589723
"752",0.748452326877862
"753",7.2362027142585
"754",2.77438970698242
"755",1.99923197605234
"756",9.21487273014766
"757",5.80404624991485
"758",6.08767834428517
"759",2.50177814239467
"760",9.62432704610059
"761",7.46987406037211
"762",2.30391954749606
"763",4.64868732306465
"764",6.36040268934125
"765",3.80498729315378
"766",12.4106431129627
"767",1.69704275076506
"768",7.43469063808855
"769",6.98640212944028
"770",4.38138287876548
"771",9.60840484779324
"772",4.49049897820814
"773",7.95989135179122
"774",9.04317037899865
"775",9.48284949388637
"776",3.18615753360198
"777",4.8346379721785
"778",4.98778573993238
"779",6.19124025629589
"780",10.6463863853339
"781",8.18841174327704
"782",8.92761606070493
"783",1.00066091137265
"784",2.10517860950851
"785",2.69460051572876
"786",2.59549094060409
"787",3.89012307525336
"788",12.0050843545984
"789",1.8262699300589
"790",4.47192270879821
"791",5.91412529179319
"792",3.29993000607743
"793",2.43068303474949
"794",1.06068573278544
"795",4.02726099536737
"796",2.26795439522758
"797",5.04516842948796
"798",4.15735930515963
"799",2.5625397054509
"800",6.37797955133323
"801",5.22235256999833
"802",1.52087891363933
"803",2.80730528471029
"804",2.75853720783203
"805",5.98250653020778
"806",5.31786229145231
"807",5.58131349950454
"808",7.22287820833945
"809",3.97673122068886
"810",0.659490171826842
"811",7.54792161457643
"812",6.359083116591
"813",4.49458673257503
"814",3.33233015628096
"815",12.0274538215532
"816",9.11766886795423
"817",11.6999276448194
"818",8.3610886645709
"819",4.56166533133884
"820",8.49584723989438
"821",3.79774083418827
"822",3.51489337443369
"823",2.73142699795071
"824",3.71445783235457
"825",6.99622644091357
"826",7.04339702917561
"827",2.45746366246656
"828",8.62085187315382
"829",3.28173396965179
"830",5.07634000924789
"831",6.92014368846856
"832",6.95132932331105
"833",3.58862655003738
"834",6.85915548172861
"835",3.00207377074882
"836",5.40865138113247
"837",4.94491365040838
"838",9.40004389112324
"839",3.76985643674621
"840",4.08858984207268
"841",4.62694285393952
"842",8.95760474385274
"843",7.1461993393766
"844",5.90759852965674
"845",1.9009205341257
"846",6.24110650627826
"847",1.16157742633202
"848",10.0925483890389
"849",5.74380263124234
"850",4.55274427893131
"851",13.5524848687871
"852",8.22542859116673
"853",7.55979947984584
"854",5.1074485964315
"855",1.1802040748574
"856",4.40847594815554
"857",5.71785999943132
"858",8.90044642192354
"859",10.5986950593682
"860",2.85418690834354
"861",7.59856525184916
"862",3.79352853718055
"863",5.99295464830778
"864",4.50504926846594
"865",7.67089492327101
"866",5.08468551834606
"867",5.03460099240599
"868",4.92013681496324
"869",6.78932207796504
"870",6.58076648098518
"871",7.02400637653895
"872",8.0681841727663
"873",3.21683761411388
"874",9.52941693624098
"875",7.81874375932173
"876",1.85614447225877
"877",8.246051012997
"878",4.08321553789729
"879",3.95655979144892
"880",7.00560049463009
"881",1.0905217176081
"882",2.00336897162305
"883",7.94744696350491
"884",8.14528184415701
"885",2.69440618226353
"886",4.5091494014509
"887",8.14445927590079
"888",8.49551487803124
"889",2.84460210904732
"890",2.068722332769
"891",5.53590700691902
"892",3.67428862200706
"893",2.8588640206079
"894",6.39150688185411
"895",2.51195376157136
"896",9.16211054899147
"897",10.5401507654877
"898",3.87836417278332
"899",2.08993314175483
"900",4.19956997130322
"901",10.5404028548063
"902",2.67971549056316
"903",5.44441647315605
"904",8.77744890089016
"905",6.87574742895687
"906",3.21650069751268
"907",8.28699365055269
"908",7.91869738862993
"909",5.84208047200506
"910",8.37258174155454
"911",6.70352788652546
"912",5.994719120595
"913",8.2043156752551
"914",2.58745791261957
"915",2.21513676253717
"916",2.93977458217894
"917",9.69461356560957
"918",6.4995899462604
"919",5.43224206738409
"920",1.1575310277768
"921",2.0541477783583
"922",2.15238319787141
"923",1.30224166723367
"924",1.30773664321058
"925",13.1346206866977
"926",8.29846718452267
"927",4.7342279019049
"928",5.03150999274701
"929",6.06953836795069
"930",7.32518266152311
"931",2.81093277093931
"932",4.85155457524204
"933",6.09958396164433
"934",7.91869916889243
"935",3.50875689499276
"936",2.31617390095538
"937",6.56345961413869
"938",3.48367738098117
"939",4.25316406375885
"940",1.91568310505652
"941",3.17177195387046
"942",4.04996529994365
"943",6.17742297421229
"944",4.66374009730396
"945",6.36689204966344
"946",7.89856048307427
"947",6.81766823828511
"948",4.96122452167075
"949",9.00663235624714
"950",5.36289252418219
"951",9.06434629037866
"952",2.28494182033738
"953",6.53467357748304
"954",7.41715144169077
"955",1.98884128705189
"956",5.40821535206385
"957",5.00024873111081
"958",5.50094882540813
"959",8.3057834101377
"960",7.84184583564666
"961",0.44643480874404
"962",3.40546610603754
"963",7.09165258054932
"964",4.76465385678406
"965",8.3487932188077
"966",2.88842296772092
"967",10.5191879420229
"968",5.47039937005209
"969",10.3378458938258
"970",2.38859113181955
"971",4.38836709495089
"972",2.77669814872067
"973",6.37909825551149
"974",6.43454109639828
"975",6.80231560109286
"976",4.86498930725669
"977",3.42690465242353
"978",4.94500537687528
"979",8.67193668123265
"980",6.52395565797948
"981",3.14306829340067
"982",4.1460625388065
"983",4.68029188847936
"984",6.83889098443392
"985",6.91947602281832
"986",9.21624715787347
"987",1.1643032528767
"988",3.10777399575863
"989",6.78556395581954
"990",8.24545226141128
"991",2.04552015645428
"992",2.28781388973181
"993",5.21861614750929
"994",8.10655473152836
"995",2.52486996809739
"996",7.75972608774502
"997",9.03952265168156
"998",5.04484201854226
"999",1.10011454463592
"1000",6.22684268560945
"1001",4.51607488243551
"1002",5.32897521699993
"1003",2.84238041739841
"1004",3.34831578115725
"1005",5.12113371351133
"1006",3.461528725937
"1007",3.64850701683578
"1008",3.35826512539066
"1009",4.01203070483726
"1010",5.46712871600805
"1011",9.87711854904737
"1012",0.671164788136502
"1013",6.22656283785165
"1014",11.3813110847799
"1015",8.24345972816919
"1016",4.48310252975642
"1017",0.19012812384382
"1018",5.14418591092901
"1019",2.96181147012101
"1020",2.28328757379991
"1021",0.470571940979947
"1022",6.48044803396844
"1023",3.541174270263
"1024",3.91142774672624
"1025",10.9861669819289
"1026",1.88121286488732
"1027",4.26325668350475
"1028",0.683373965053904
"1029",10.5484077459875
"1030",3.45102671884814
"1031",7.92293843869402
"1032",3.72953631407801
"1033",1.04467919411782
"1034",4.43194719484545
"1035",2.05812769931282
"1036",9.01081230270791
"1037",5.22536845222903
"1038",3.63266675117653
"1039",1.87785529055255
"1040",6.73848383067969
"1041",6.28525209499863
"1042",5.59186228544996
"1043",3.94643293119825
"1044",4.35191700179344
"1045",7.88116329793639
"1046",2.27362990231675
"1047",3.34763555400437
"1048",10.2145991864313
"1049",11.62888087107
"1050",5.77357428791371
"1051",1.50233733200594
"1052",5.99419844974925
"1053",2.41273196799818
"1054",2.81723994285243
"1055",8.79317658247504
"1056",3.76313779377707
"1057",12.0386299188894
"1058",12.246366313349
"1059",6.97290963459442
"1060",7.21040166101564
"1061",3.91501777411205
"1062",2.04734948625035
"1063",3.70696596091543
"1064",4.72077891610427
"1065",4.88316970861681
"1066",2.12213032873204
"1067",3.17738745330805
"1068",1.87031478076476
"1069",6.67895757878439
"1070",4.06764464573337
"1071",4.71500809389776
"1072",2.95014650860238
"1073",8.43328178520033
"1074",3.74548237180758
"1075",1.43705404720594
"1076",2.29212089090633
"1077",6.79764784680791
"1078",2.1500645727557
"1079",3.25670009542136
"1080",0.606395119511192
"1081",5.63389127477714
"1082",6.69466520082538
"1083",6.51514790901069
"1084",8.02146747345212
"1085",8.55905874750861
"1086",9.91645082097986
"1087",7.65470548747621
"1088",7.05900451291726
"1089",6.57142453714994
"1090",4.3893430937693
"1091",5.59350056417601
"1092",9.96655094775453
"1093",9.26459750926242
"1094",1.13974045740556
"1095",1.40258641714839
"1096",3.13494947954294
"1097",4.71859396912384
"1098",1.09229252005106
"1099",14.1295910773259
"1100",7.83096138171968
"1101",6.63085310853954
"1102",2.10650781456319
"1103",1.72015736596703
"1104",8.39734513589515
"1105",10.4646679337344
"1106",7.8935299560209
"1107",5.1747241109542
"1108",12.6143396870917
"1109",7.07677754255984
"1110",13.401026685123
"1111",2.32836724672187
"1112",3.219420040907
"1113",4.61335529694401
"1114",8.55531691307805
"1115",4.07364257494268
"1116",1.09629640429626
"1117",6.30982429914167
"1118",7.73118172137208
"1119",1.44318738125936
"1120",8.29937600496489
"1121",5.12738467442437
"1122",5.58845732951622
"1123",8.74425443585642
"1124",3.61093831569396
"1125",3.37718765156939
"1126",4.10955370317261
"1127",1.96005234079264
"1128",7.29457591067603
"1129",5.42786638301378
"1130",7.38878006218472
"1131",8.97452554837379
"1132",5.4301057734798
"1133",4.6683953812828
"1134",7.90243249782837
"1135",4.37333054690054
"1136",5.98977307489119
"1137",4.09936100097475
"1138",4.01875430058384
"1139",5.83026870719514
"1140",9.34010014322497
"1141",6.44068828851779
"1142",1.39499944719428
"1143",4.24146569759106
"1144",3.68398871808381
"1145",2.14237586359975
"1146",2.32884064055105
"1147",1.85795200008169
"1148",10.0886152053884
"1149",4.35975907811689
"1150",6.0387938190033
"1151",5.93468276784251
"1152",4.91251619261322
"1153",4.58102587003429
"1154",7.45698006155603
"1155",2.10075218767658
"1156",2.47061996447299
"1157",4.99196131098933
"1158",2.46020716280899
"1159",7.10617323252359
"1160",2.23712392963712
"1161",2.69808982805697
"1162",4.4555904738098
"1163",4.34866603775528
"1164",7.28853575943237
"1165",4.60673164112547
"1166",4.55883723810829
"1167",3.9327686541414
"1168",10.6624131709959
"1169",5.66822537022752
"1170",4.78667985781998
"1171",5.37781030924538
"1172",7.90964623520926
"1173",4.88590802650126
"1174",2.56058291515247
"1175",3.948662720667
"1176",1.90059224237563
"1177",3.64303213384619
"1178",1.92148022400431
"1179",8.84597307485275
"1180",3.25190514458235
"1181",5.12764475795339
"1182",1.42671642724625
"1183",7.55375475724714
"1184",5.95851343638467
"1185",3.00543637557545
"1186",1.19700958951402
"1187",3.64685005056847
"1188",8.04087381119017
"1189",8.03100316256468
"1190",9.31130726717521
"1191",7.92634522265794
"1192",2.79852922197985
"1193",8.84668531530513
"1194",4.47544010507902
"1195",1.95664236548535
"1196",6.85159740750298
"1197",3.57511917787365
"1198",4.11095398786741
"1199",5.80947644058772
"1200",8.58274159570929
"1201",6.72910662019578
"1202",6.92888051965375
"1203",1.80025463065962
"1204",3.6132084889554
"1205",7.32269823483489
"1206",5.22780733438773
"1207",11.4074712717563
"1208",10.1526314852187
"1209",8.69282089445021
"1210",9.76018527522563
"1211",1.41804626387242
"1212",6.72621090309096
"1213",11.0993086525198
"1214",1.68779177334597
"1215",1.70290737112659
"1216",8.89830213460377
"1217",5.13473988952239
"1218",6.29481643143991
"1219",7.62300008647464
"1220",7.10635695254227
"1221",11.2574663705781
"1222",6.52435537881932
"1223",9.41560522903992
"1224",3.07782268878959
"1225",1.70383560946142
"1226",5.79042016374359
"1227",3.66099505176377
"1228",4.72661495877316
"1229",4.90182330776196
"1230",10.4182348212998
"1231",2.98857852216569
"1232",7.00500882371791
"1233",4.53757820589743
"1234",2.85357791439943
"1235",4.73569100162815
"1236",6.68967446522648
"1237",3.70157831387716
"1238",3.66542211842776
"1239",8.35504797512776
"1240",7.52468376235659
"1241",10.9773212059563
"1242",3.89537051411462
"1243",3.03152520372428
"1244",2.08285232249499
"1245",6.07539838678337
"1246",4.34632821463442
"1247",4.78292556366368
"1248",4.55648519547236
"1249",11.0975463956514
"1250",2.45693374750755
